early_yr,late_yr,scenario,mean_pred,accuracy,test_indices
2015,2025,ssp119,0.60094714,0.68,"116, 81, 472, 11, 437, 377, 474, 488, 478, 342, 284, 211, 167, 293, 311, 28, 323, 407, 154, 203, 87, 137, 210, 253, 495, 45, 338, 468, 43, 445, 88, 392, 400, 418, 440, 151, 70, 67, 296, 480, 213, 321, 164, 361, 305, 60, 402, 129, 159, 0"
2015,2035,ssp119,0.6020041,0.84,"382, 78, 335, 87, 91, 487, 459, 271, 225, 499, 118, 260, 101, 143, 365, 437, 422, 255, 488, 248, 86, 6, 434, 161, 443, 25, 150, 158, 431, 327, 35, 442, 445, 375, 106, 392, 16, 203, 193, 67, 285, 8, 389, 188, 151, 39, 233, 125, 315, 296"
2015,2045,ssp119,0.38252598,0.78,"225, 397, 69, 313, 11, 96, 78, 106, 185, 52, 217, 57, 367, 175, 405, 270, 364, 356, 102, 8, 283, 302, 97, 108, 301, 239, 149, 237, 228, 86, 170, 6, 457, 181, 474, 310, 212, 410, 370, 408, 386, 259, 142, 293, 355, 30, 229, 77, 45, 249"
2015,2055,ssp119,0.5261026,0.84,"294, 151, 99, 124, 447, 193, 33, 140, 9, 122, 51, 221, 440, 371, 87, 382, 97, 18, 222, 100, 73, 350, 202, 451, 41, 247, 16, 329, 468, 300, 160, 386, 317, 141, 130, 194, 102, 370, 333, 474, 450, 492, 312, 457, 178, 286, 242, 269, 454, 13"
2015,2065,ssp119,0.50402015,0.88,"388, 285, 205, 186, 273, 98, 23, 119, 396, 166, 38, 231, 34, 53, 232, 480, 338, 302, 384, 222, 310, 286, 47, 484, 303, 455, 194, 135, 127, 301, 244, 242, 492, 143, 172, 75, 322, 162, 457, 130, 40, 469, 326, 487, 210, 170, 274, 465, 152, 22"
2015,2075,ssp119,0.5291168,0.98,"57, 15, 89, 341, 153, 211, 144, 45, 181, 22, 60, 63, 279, 246, 95, 240, 227, 9, 255, 383, 166, 472, 410, 33, 273, 330, 216, 271, 409, 365, 38, 484, 208, 376, 420, 215, 244, 298, 40, 128, 497, 456, 415, 151, 352, 74, 283, 479, 11, 230"
2015,2085,ssp119,0.54982907,0.96,"305, 321, 111, 3, 423, 36, 201, 401, 180, 363, 196, 152, 19, 325, 317, 484, 267, 65, 278, 170, 174, 256, 34, 258, 497, 376, 61, 404, 53, 63, 245, 289, 1, 205, 431, 243, 415, 274, 309, 60, 477, 32, 459, 266, 345, 336, 16, 335, 369, 171"
2025,2035,ssp119,0.4472859,0.52,"399, 37, 55, 88, 385, 63, 61, 196, 331, 134, 49, 188, 5, 332, 461, 252, 284, 43, 401, 417, 213, 319, 200, 381, 318, 273, 160, 171, 229, 268, 244, 210, 342, 253, 101, 404, 166, 291, 411, 20, 491, 363, 330, 175, 302, 186, 205, 250, 311, 269"
2025,2045,ssp119,0.5107507,0.48,"438, 313, 225, 417, 142, 83, 322, 251, 418, 197, 195, 28, 267, 367, 277, 123, 89, 487, 311, 433, 132, 75, 155, 174, 163, 488, 52, 340, 261, 382, 407, 428, 439, 281, 80, 33, 394, 282, 99, 48, 384, 315, 22, 23, 133, 2, 324, 335, 250, 469"
2025,2055,ssp119,0.5187713,0.88,"41, 0, 307, 92, 55, 349, 262, 211, 484, 331, 52, 185, 268, 341, 127, 390, 294, 480, 471, 102, 355, 374, 457, 281, 395, 25, 148, 434, 255, 368, 107, 344, 365, 33, 494, 420, 49, 45, 108, 272, 16, 475, 97, 407, 443, 221, 66, 34, 406, 389"
2025,2065,ssp119,0.4416896,0.5,"9, 279, 172, 230, 472, 152, 120, 53, 88, 221, 193, 295, 82, 184, 73, 398, 316, 418, 425, 433, 30, 258, 452, 356, 154, 119, 225, 135, 24, 5, 211, 312, 347, 287, 250, 492, 463, 12, 377, 341, 20, 108, 420, 138, 441, 128, 480, 496, 169, 264"
2025,2075,ssp119,0.4172348,0.88,"293, 324, 195, 281, 18, 73, 310, 45, 126, 83, 272, 133, 303, 461, 270, 177, 320, 290, 313, 280, 278, 6, 245, 262, 179, 317, 366, 202, 3, 295, 159, 478, 220, 4, 363, 125, 263, 137, 213, 308, 229, 476, 457, 297, 309, 61, 2, 205, 92, 337"
2025,2085,ssp119,0.50778073,1.0,"273, 150, 3, 169, 102, 366, 424, 306, 434, 307, 92, 192, 222, 95, 342, 254, 183, 315, 476, 435, 78, 473, 354, 281, 142, 442, 430, 36, 401, 17, 368, 86, 379, 253, 186, 345, 251, 197, 206, 495, 212, 255, 238, 31, 447, 403, 109, 468, 348, 292"
2035,2045,ssp119,0.5129098,0.52,"283, 351, 331, 464, 293, 492, 415, 192, 28, 205, 334, 253, 54, 138, 123, 3, 467, 321, 449, 410, 30, 12, 200, 258, 272, 81, 216, 188, 127, 355, 67, 491, 21, 345, 217, 453, 391, 40, 375, 306, 166, 308, 488, 247, 257, 207, 241, 271, 189, 378"
2035,2055,ssp119,0.43411,0.8,"299, 323, 307, 482, 251, 257, 451, 37, 353, 7, 280, 162, 166, 103, 227, 269, 414, 395, 339, 183, 199, 320, 302, 6, 425, 365, 128, 374, 492, 219, 55, 104, 382, 343, 223, 16, 46, 368, 268, 345, 447, 318, 197, 465, 68, 18, 430, 93, 363, 129"
2035,2065,ssp119,0.4435656,0.86,"465, 26, 120, 196, 138, 98, 156, 127, 21, 219, 318, 150, 454, 112, 443, 194, 487, 489, 359, 107, 140, 293, 269, 280, 373, 356, 335, 433, 166, 141, 242, 381, 322, 89, 44, 386, 117, 420, 131, 349, 82, 145, 467, 417, 200, 163, 329, 74, 271, 268"
2035,2075,ssp119,0.55135965,0.88,"445, 43, 179, 42, 282, 214, 466, 412, 18, 246, 333, 415, 77, 217, 448, 167, 286, 155, 405, 236, 105, 160, 339, 284, 492, 272, 469, 357, 382, 157, 233, 231, 371, 81, 366, 477, 90, 129, 83, 51, 468, 423, 87, 213, 75, 37, 302, 200, 2, 318"
2035,2085,ssp119,0.5707979,0.92,"499, 84, 155, 116, 211, 496, 212, 117, 337, 426, 151, 121, 442, 194, 462, 290, 51, 332, 187, 224, 203, 244, 164, 305, 260, 474, 247, 275, 467, 364, 329, 111, 399, 1, 263, 147, 36, 349, 343, 239, 379, 33, 72, 174, 205, 480, 495, 383, 31, 251"
2045,2055,ssp119,0.5379937,0.6,"229, 216, 290, 360, 419, 1, 142, 451, 442, 435, 418, 408, 458, 265, 494, 97, 195, 169, 165, 101, 304, 41, 223, 162, 140, 330, 2, 495, 21, 394, 316, 270, 77, 61, 398, 35, 353, 289, 116, 463, 441, 339, 235, 375, 16, 468, 264, 343, 266, 199"
2045,2065,ssp119,0.44517964,0.5,"88, 104, 343, 58, 195, 128, 70, 321, 389, 132, 101, 135, 86, 425, 146, 463, 395, 95, 360, 369, 150, 3, 319, 217, 32, 270, 466, 192, 345, 222, 288, 73, 220, 145, 44, 127, 183, 262, 239, 31, 481, 341, 54, 443, 295, 48, 168, 63, 71, 16"
2045,2075,ssp119,0.55372876,0.58,"19, 41, 60, 446, 363, 8, 441, 355, 390, 490, 278, 401, 314, 263, 279, 0, 472, 164, 238, 68, 30, 243, 218, 116, 316, 397, 64, 82, 17, 177, 144, 57, 201, 403, 271, 48, 142, 158, 74, 470, 173, 463, 386, 425, 40, 10, 50, 107, 306, 61"
2045,2085,ssp119,0.41367444,0.88,"383, 358, 112, 226, 188, 106, 319, 267, 350, 134, 491, 497, 127, 499, 70, 462, 251, 406, 297, 461, 492, 109, 469, 189, 214, 56, 150, 164, 49, 360, 209, 415, 365, 237, 448, 443, 9, 429, 126, 444, 401, 203, 254, 30, 387, 97, 0, 264, 446, 430"
2055,2065,ssp119,0.52521884,0.5,"373, 35, 363, 434, 470, 271, 79, 0, 486, 405, 357, 458, 53, 462, 337, 237, 36, 397, 282, 65, 132, 346, 449, 236, 195, 165, 390, 75, 278, 322, 276, 381, 207, 140, 277, 163, 492, 307, 303, 219, 252, 118, 38, 347, 27, 231, 216, 246, 394, 103"
2055,2075,ssp119,0.53378165,0.58,"14, 489, 435, 320, 78, 370, 461, 218, 137, 183, 202, 134, 397, 4, 171, 244, 62, 159, 243, 64, 253, 458, 241, 339, 386, 330, 33, 175, 83, 431, 328, 313, 309, 163, 56, 154, 383, 372, 371, 474, 125, 493, 242, 410, 337, 100, 369, 197, 421, 226"
2055,2085,ssp119,0.4704471,0.6,"325, 6, 384, 7, 187, 54, 496, 191, 85, 112, 444, 374, 360, 305, 153, 466, 119, 106, 15, 423, 150, 117, 0, 60, 433, 147, 82, 306, 251, 428, 338, 161, 329, 485, 44, 160, 217, 461, 138, 399, 348, 1, 479, 378, 307, 58, 464, 281, 254, 336"
2065,2075,ssp119,0.50261176,0.44,"160, 445, 304, 406, 208, 344, 207, 201, 255, 391, 472, 232, 172, 204, 37, 386, 157, 332, 375, 459, 124, 198, 176, 266, 308, 53, 188, 111, 303, 19, 283, 205, 363, 491, 454, 39, 25, 389, 252, 302, 422, 289, 490, 229, 30, 179, 394, 139, 481, 244"
2065,2085,ssp119,0.5309378,0.64,"487, 433, 434, 38, 9, 444, 174, 96, 93, 30, 381, 215, 46, 246, 467, 310, 5, 301, 466, 19, 98, 151, 422, 0, 84, 337, 333, 211, 112, 457, 190, 282, 349, 311, 124, 492, 166, 262, 395, 351, 261, 479, 48, 374, 388, 205, 63, 182, 302, 378"
2075,2085,ssp119,0.45838845,0.58,"424, 445, 485, 133, 152, 375, 116, 292, 39, 286, 26, 171, 449, 199, 284, 326, 110, 324, 80, 430, 310, 275, 383, 223, 64, 370, 459, 225, 392, 251, 330, 254, 369, 349, 374, 194, 206, 193, 117, 120, 125, 21, 71, 41, 344, 455, 0, 335, 484, 366"
2015,2025,ssp126,0.46252415,0.82,"8, 132, 203, 290, 49, 88, 93, 396, 15, 216, 257, 289, 261, 437, 260, 183, 371, 381, 344, 469, 151, 457, 307, 139, 42, 314, 230, 143, 349, 406, 354, 64, 70, 90, 120, 319, 110, 268, 418, 171, 100, 197, 370, 154, 303, 97, 219, 256, 321, 333"
