scenario,early,late,mean_pred,accuracy
ssp119,2015,2025,0.573291,0.5
ssp119,2025,2035,0.53353673,0.5
ssp119,2035,2045,0.54197985,0.5
ssp119,2045,2055,0.53290486,0.5
ssp119,2055,2065,0.49453944,0.5
ssp119,2065,2075,0.4528258,0.5
ssp126,2015,2025,0.46843585,0.5
ssp126,2025,2035,0.63017124,0.5
ssp126,2035,2045,0.6109756,0.5
ssp126,2045,2055,0.52304715,0.5
ssp126,2055,2065,0.4437538,0.5
ssp126,2065,2075,0.5656643,0.5
