scenario,early,late,mean_pred,accuracy
ssp119,2015,2025,0.46680748,0.5
ssp119,2025,2035,0.5439186,0.5
ssp119,2035,2045,0.52348155,0.5
ssp119,2045,2055,0.35195926,0.5
ssp119,2055,2065,0.45423156,0.5
ssp119,2065,2075,0.53356636,0.5
ssp126,2015,2025,0.5203912,0.5
ssp126,2025,2035,0.5564148,0.5
ssp126,2035,2045,0.48851404,0.5
ssp126,2045,2055,0.52515227,0.5
ssp126,2055,2065,0.44746986,0.5
ssp126,2065,2075,0.51902246,0.5
