scenario,early,late,mean_pred,accuracy
ssp126,2025,2085,0.494553,"[[0.0000000e+00 0.0000000e+00 9.4830990e-04 ... 9.9999970e-01
  0.0000000e+00 9.9999946e-01]
 [0.0000000e+00 0.0000000e+00 9.4830990e-04 ... 9.9999970e-01
  0.0000000e+00 9.9999946e-01]
 [0.0000000e+00 0.0000000e+00 9.4830990e-04 ... 9.9999970e-01
  0.0000000e+00 9.9999946e-01]
 ...
 [1.0000000e+00 1.0000000e+00 9.9905169e-01 ... 3.0493899e-07
  1.0000000e+00 5.3163433e-07]
 [0.0000000e+00 0.0000000e+00 9.4830990e-04 ... 9.9999970e-01
  0.0000000e+00 9.9999946e-01]
 [1.0000000e+00 1.0000000e+00 9.9905169e-01 ... 3.0493899e-07
  1.0000000e+00 5.3163433e-07]]"
ssp126,2035,2045,0.59908944,"[[0.4360602  0.08924067 0.12384349 ... 0.25659466 0.2818187  0.52289677]
 [0.4360602  0.08924067 0.12384349 ... 0.25659466 0.2818187  0.52289677]
 [0.4360602  0.08924067 0.12384349 ... 0.25659466 0.2818187  0.52289677]
 ...
 [0.4360602  0.08924067 0.12384349 ... 0.25659466 0.2818187  0.52289677]
 [0.4360602  0.08924067 0.12384349 ... 0.25659466 0.2818187  0.52289677]
 [0.5639398  0.9107593  0.8761565  ... 0.74340534 0.7181813  0.47710326]]"
ssp126,2035,2055,0.45930672,"[[2.8516927e-01 9.9999911e-01 1.4151570e-01 ... 1.5632209e-01
  9.9999958e-01 7.6663584e-02]
 [7.1483076e-01 8.9406967e-07 8.5848427e-01 ... 8.4367788e-01
  4.1723251e-07 9.2333639e-01]
 [2.8516927e-01 9.9999911e-01 1.4151570e-01 ... 1.5632209e-01
  9.9999958e-01 7.6663584e-02]
 ...
 [7.1483076e-01 8.9406967e-07 8.5848427e-01 ... 8.4367788e-01
  4.1723251e-07 9.2333639e-01]
 [7.1483076e-01 8.9406967e-07 8.5848427e-01 ... 8.4367788e-01
  4.1723251e-07 9.2333639e-01]
 [2.8516927e-01 9.9999911e-01 1.4151570e-01 ... 1.5632209e-01
  9.9999958e-01 7.6663584e-02]]"
ssp126,2035,2065,0.6326491,"[[0.226739 0.226739 1.       ... 0.226739 1.       0.226739]
 [0.226739 0.226739 1.       ... 0.226739 1.       0.226739]
 [0.773261 0.773261 0.       ... 0.773261 0.       0.773261]
 ...
 [0.226739 0.226739 1.       ... 0.226739 1.       0.226739]
 [0.773261 0.773261 0.       ... 0.773261 0.       0.773261]
 [0.226739 0.226739 1.       ... 0.226739 1.       0.226739]]"
ssp126,2035,2075,0.51833445,"[[0.0000000e+00 9.9999988e-01 2.6398897e-04 ... 0.0000000e+00
  5.9604645e-08 9.9999756e-01]
 [1.0000000e+00 1.2283918e-07 9.9973601e-01 ... 1.0000000e+00
  9.9999994e-01 2.4369688e-06]
 [0.0000000e+00 9.9999988e-01 2.6398897e-04 ... 0.0000000e+00
  5.9604645e-08 9.9999756e-01]
 ...
 [0.0000000e+00 9.9999988e-01 2.6398897e-04 ... 0.0000000e+00
  5.9604645e-08 9.9999756e-01]
 [0.0000000e+00 9.9999988e-01 2.6398897e-04 ... 0.0000000e+00
  5.9604645e-08 9.9999756e-01]
 [1.0000000e+00 1.2283918e-07 9.9973601e-01 ... 1.0000000e+00
  9.9999994e-01 2.4369688e-06]]"
ssp126,2035,2085,0.498852,"[[2.4719987e-04 1.6298953e-03 1.0000000e+00 ... 1.1776997e-03
  3.3206098e-02 1.0000000e+00]
 [2.4719987e-04 1.6298953e-03 1.0000000e+00 ... 1.1776997e-03
  3.3206098e-02 1.0000000e+00]
 [9.9975282e-01 9.9837011e-01 0.0000000e+00 ... 9.9882227e-01
  9.6679389e-01 0.0000000e+00]
 ...
 [2.4719987e-04 1.6298953e-03 1.0000000e+00 ... 1.1776997e-03
  3.3206098e-02 1.0000000e+00]
 [2.4719987e-04 1.6298953e-03 1.0000000e+00 ... 1.1776997e-03
  3.3206098e-02 1.0000000e+00]
 [9.9975282e-01 9.9837011e-01 0.0000000e+00 ... 9.9882227e-01
  9.6679389e-01 0.0000000e+00]]"
ssp126,2045,2055,0.55525666,"[[0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]
 [0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]
 [0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]
 ...
 [0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]
 [0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]
 [0.419818   0.12854226 0.0613156  ... 0.19413413 0.31475705 0.13291006]]"
ssp126,2045,2065,0.59003526,"[[9.5951021e-02 1.9662440e-02 2.9090643e-03 ... 5.9604645e-08
  0.0000000e+00 1.7195469e-01]
 [9.5951021e-02 1.9662440e-02 2.9090643e-03 ... 5.9604645e-08
  0.0000000e+00 1.7195469e-01]
 [9.0404898e-01 9.8033756e-01 9.9709094e-01 ... 9.9999994e-01
  1.0000000e+00 8.2804531e-01]
 ...
 [9.5951021e-02 1.9662440e-02 2.9090643e-03 ... 5.9604645e-08
  0.0000000e+00 1.7195469e-01]
 [9.5951021e-02 1.9662440e-02 2.9090643e-03 ... 5.9604645e-08
  0.0000000e+00 1.7195469e-01]
 [9.5951021e-02 1.9662440e-02 2.9090643e-03 ... 5.9604645e-08
  0.0000000e+00 1.7195469e-01]]"
ssp126,2045,2075,0.54660124,"[[0.00105798 0.9942599  0.9914195  ... 0.0068199  0.9891156  0.        ]
 [0.998942   0.00574009 0.00858053 ... 0.9931801  0.01088438 1.        ]
 [0.998942   0.00574009 0.00858053 ... 0.9931801  0.01088438 1.        ]
 ...
 [0.00105798 0.9942599  0.9914195  ... 0.0068199  0.9891156  0.        ]
 [0.998942   0.00574009 0.00858053 ... 0.9931801  0.01088438 1.        ]
 [0.00105798 0.9942599  0.9914195  ... 0.0068199  0.9891156  0.        ]]"
ssp126,2045,2085,0.50352126,"[[7.2749898e-02 2.7188673e-04 1.0000000e+00 ... 1.0000000e+00
  1.0000000e+00 2.5922334e-02]
 [7.2749898e-02 2.7188673e-04 1.0000000e+00 ... 1.0000000e+00
  1.0000000e+00 2.5922334e-02]
 [9.2725009e-01 9.9972808e-01 0.0000000e+00 ... 0.0000000e+00
  0.0000000e+00 9.7407764e-01]
 ...
 [9.2725009e-01 9.9972808e-01 0.0000000e+00 ... 0.0000000e+00
  0.0000000e+00 9.7407764e-01]
 [9.2725009e-01 9.9972808e-01 0.0000000e+00 ... 0.0000000e+00
  0.0000000e+00 9.7407764e-01]
 [7.2749898e-02 2.7188673e-04 1.0000000e+00 ... 1.0000000e+00
  1.0000000e+00 2.5922334e-02]]"
ssp126,2055,2065,0.4877514,"[[0.47258145 0.46914938 0.577633   ... 0.37104604 0.47569513 0.5359867 ]
 [0.52741855 0.53085065 0.42236698 ... 0.62895393 0.52430487 0.46401328]
 [0.47258145 0.46914938 0.577633   ... 0.37104604 0.47569513 0.5359867 ]
 ...
 [0.52741855 0.53085065 0.42236698 ... 0.62895393 0.52430487 0.46401328]
 [0.52741855 0.53085065 0.42236698 ... 0.62895393 0.52430487 0.46401328]
 [0.47258145 0.46914938 0.577633   ... 0.37104604 0.47569513 0.5359867 ]]"
ssp126,2055,2075,0.52579266,"[[0.04872781 0.7606137  0.6478147  ... 0.799487   0.6397461  0.31505233]
 [0.9512722  0.23938632 0.3521853  ... 0.200513   0.36025387 0.68494767]
 [0.9512722  0.23938632 0.3521853  ... 0.200513   0.36025387 0.68494767]
 ...
 [0.04872781 0.7606137  0.6478147  ... 0.799487   0.6397461  0.31505233]
 [0.9512722  0.23938632 0.3521853  ... 0.200513   0.36025387 0.68494767]
 [0.9512722  0.23938632 0.3521853  ... 0.200513   0.36025387 0.68494767]]"
ssp126,2055,2085,0.4114546,"[[0.11566734 0.7487948  0.91044724 ... 0.02034208 0.9984766  0.99046004]
 [0.11566734 0.7487948  0.91044724 ... 0.02034208 0.9984766  0.99046004]
 [0.88433266 0.2512052  0.08955276 ... 0.97965795 0.00152338 0.00953996]
 ...
 [0.88433266 0.2512052  0.08955276 ... 0.97965795 0.00152338 0.00953996]
 [0.88433266 0.2512052  0.08955276 ... 0.97965795 0.00152338 0.00953996]
 [0.88433266 0.2512052  0.08955276 ... 0.97965795 0.00152338 0.00953996]]"
ssp126,2065,2075,0.5611879,"[[1.7968209e-04 1.6648312e-01 9.5805746e-01 ... 2.1209575e-01
  9.9977994e-01 8.3760279e-01]
 [1.7968209e-04 1.6648312e-01 9.5805746e-01 ... 2.1209575e-01
  9.9977994e-01 8.3760279e-01]
 [9.9982029e-01 8.3351690e-01 4.1942537e-02 ... 7.8790426e-01
  2.2006035e-04 1.6239721e-01]
 ...
 [1.7968209e-04 1.6648312e-01 9.5805746e-01 ... 2.1209575e-01
  9.9977994e-01 8.3760279e-01]
 [9.9982029e-01 8.3351690e-01 4.1942537e-02 ... 7.8790426e-01
  2.2006035e-04 1.6239721e-01]
 [1.7968209e-04 1.6648312e-01 9.5805746e-01 ... 2.1209575e-01
  9.9977994e-01 8.3760279e-01]]"
ssp126,2065,2085,0.6343424,"[[0.0000000e+00 8.8214874e-06 1.7880106e-01 ... 9.7929299e-01
  9.5168424e-01 1.1652899e-01]
 [0.0000000e+00 8.8214874e-06 1.7880106e-01 ... 9.7929299e-01
  9.5168424e-01 1.1652899e-01]
 [1.0000000e+00 9.9999118e-01 8.2119894e-01 ... 2.0707002e-02
  4.8315752e-02 8.8347101e-01]
 ...
 [1.0000000e+00 9.9999118e-01 8.2119894e-01 ... 2.0707002e-02
  4.8315752e-02 8.8347101e-01]
 [1.0000000e+00 9.9999118e-01 8.2119894e-01 ... 2.0707002e-02
  4.8315752e-02 8.8347101e-01]
 [0.0000000e+00 8.8214874e-06 1.7880106e-01 ... 9.7929299e-01
  9.5168424e-01 1.1652899e-01]]"
ssp126,2075,2085,0.51117986,"[[0.47855812 0.49213427 0.4941439  ... 0.50186294 0.479155   0.4916318 ]
 [0.5214419  0.5078657  0.5058561  ... 0.49813706 0.520845   0.5083682 ]
 [0.47855812 0.49213427 0.4941439  ... 0.50186294 0.479155   0.4916318 ]
 ...
 [0.5214419  0.5078657  0.5058561  ... 0.49813706 0.520845   0.5083682 ]
 [0.47855812 0.49213427 0.4941439  ... 0.50186294 0.479155   0.4916318 ]
 [0.47855812 0.49213427 0.4941439  ... 0.50186294 0.479155   0.4916318 ]]"
