scenario,early_yr,late_yr,mean_pred,accuracy
ssp119,2015,2025,0.4897908,0.84
ssp119,2025,2035,0.43297368,0.7
ssp119,2035,2045,0.5049852,0.52
ssp119,2045,2055,0.4639917,0.48
ssp119,2055,2065,0.51050115,0.56
ssp119,2065,2075,0.5030503,0.5
ssp119,2075,2085,0.4987727,0.74
ssp126,2015,2025,0.5534055,0.76
ssp126,2025,2035,0.44575623,0.72
ssp126,2035,2045,0.6143892,0.8
ssp126,2045,2055,0.5003775,0.54
ssp126,2055,2065,0.53146386,0.5
ssp126,2065,2075,0.4706704,0.58
ssp126,2075,2085,0.52069485,0.5
